Year: 2002  Month: 01  ID: CDN  ARGOS:  8988  Name: Cape Denison        
Lat: 67.01S  Lon: 142.67E  Elev:   31m
2002   1  1  1 0000    3.8 1002.4   25.6  167.0   50.5  444.0
2002   1  1  1 0100    4.2 1002.9   29.6  176.0   47.4  444.0
2002   1  1  1 0200    4.6 1002.7   28.3  176.0   47.0  444.0
2002   1  1  1 0300    5.1 1002.0   28.6  184.0   47.0  444.0
2002   1  1  1 0400  444.0  444.0  444.0  444.0  444.0  444.0
2002   1  1  1 0500    5.4  998.6   29.6  174.0   48.3  444.0
2002   1  1  1 0600    5.4  999.2   26.3  170.0   51.4  444.0
2002   1  1  1 0700    6.0  998.7   23.0  179.0   49.6  444.0
2002   1  1  1 0800    5.9  998.9   21.6  177.0   50.9  444.0
2002   1  1  1 0900    5.8  998.6   18.3  173.0   52.7  444.0
2002   1  1  1 1000    5.4  998.6   25.0  173.0   52.2  444.0
2002   1  1  1 1100    4.8  998.4   21.3  169.0   53.1  444.0
2002   1  1  1 1200    4.6  998.2   20.0  180.0   53.6  444.0
2002   1  1  1 1300    4.1  998.5   22.3  177.0   50.9  444.0
2002   1  1  1 1400    3.6  997.7   20.6  176.0   52.7  444.0
2002   1  1  1 1500    3.8  997.1   19.3  166.0   50.0  444.0
2002   1  1  1 1600    2.9  996.4   20.3  179.0   53.6  444.0
2002   1  1  1 1700    3.0  995.6   22.3  166.0   52.7  444.0
2002   1  1  1 1800    4.9  996.9    1.3  239.0   41.2  444.0
2002   1  1  1 1900    5.5  996.5    4.7   87.0   37.7  444.0
2002   1  1  1 2000    5.1  995.7    0.0    0.0   46.1  444.0
2002   1  1  1 2100  444.0  444.0  444.0  444.0  444.0  444.0
2002   1  1  1 2200    5.9  994.3    9.7  190.0   53.1  444.0
2002   1  1  1 2300    6.2  992.7   22.6  162.0   53.6  444.0
2002   2  1  2 0000    6.2  992.3   24.3  162.0   54.0  444.0
2002   2  1  2 0100    6.5  993.2   21.6  156.0   50.9  444.0
2002   2  1  2 0200  444.0  444.0  444.0  444.0  444.0  444.0
2002   2  1  2 0300    8.2  994.4    5.7  110.0   35.1  444.0
2002   2  1  2 0400  444.0  444.0  444.0  444.0  444.0  444.0
2002   2  1  2 0500    8.4  994.2    2.3   39.0   34.6  444.0
2002   2  1  2 0600  444.0  994.6    0.3   14.0   32.4  444.0
2002   2  1  2 0700    7.5  994.7    4.7  315.0   41.7  444.0
2002   2  1  2 0800    8.5  994.3    1.0  201.0   37.3  444.0
2002   2  1  2 0900  444.0  444.0  444.0  444.0  444.0  444.0
2002   2  1  2 1000    6.9  995.1    1.7  131.0   42.1  444.0
2002   2  1  2 1100    5.4  995.0    4.7  153.0   40.4  444.0
2002   2  1  2 1200    4.8  995.6    7.3  186.0   42.6  444.0
2002   2  1  2 1300    4.2  995.4    5.0  191.0   41.7  444.0
2002   2  1  2 1400  444.0  444.0  444.0  444.0  444.0  444.0
2002   2  1  2 1500    5.4  995.0    6.0  188.0   29.4  444.0
2002   2  1  2 1600    1.5  994.1   12.3  153.0   56.6  444.0
2002   2  1  2 1700    1.1  994.0   11.3  191.0   55.3  444.0
2002   2  1  2 1800    1.9  993.3   22.6  145.0   47.4  444.0
2002   2  1  2 1900  444.0  444.0  444.0  444.0  444.0  444.0
2002   2  1  2 2000    2.5  994.4    8.0   70.0   44.3  444.0
2002   2  1  2 2100  444.0  994.3    0.0    0.0   31.6  444.0
2002   2  1  2 2200    4.1  993.9  444.0  444.0   36.8  444.0
2002   2  1  2 2300    4.0  993.4    6.7  118.0   37.7  444.0
2002   3  1  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002   3  1  3 0100    4.9  992.6   12.0  170.0   38.6  444.0
2002   3  1  3 0200  444.0  444.0  444.0  444.0  444.0  444.0
2002   3  1  3 0300    5.1  991.5    3.3  111.0   42.1  444.0
