Year: 2002  Month: 03  ID: CSP  ARGOS:  8695  Name: Cape Spencer        
Lat: 77.97S  Lon: 167.54E  Elev:   23m
2002  60  3  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002  60  3  1 0100  -21.6  990.2    3.5   75.0   70.8  444.0
2002  60  3  1 0200  -21.4  990.1    4.1  136.0   62.8  444.0
2002  60  3  1 0300  -20.1  990.0    4.3  138.0   64.5  444.0
2002  60  3  1 0400  -18.5  989.8    3.3  100.0   61.2  444.0
2002  60  3  1 0500  444.0  444.0  444.0  444.0  444.0  444.0
2002  60  3  1 0600  -21.0  990.1    3.9  135.0   70.0  444.0
2002  60  3  1 0700  -21.6  990.3    2.7  118.0   67.5  444.0
2002  60  3  1 0800  -21.9  990.6    3.1   30.0   71.7  444.0
2002  60  3  1 0900  -23.4  990.9    2.3   55.0   79.2  444.0
2002  60  3  1 1000  -22.4  990.9    1.6   77.0   77.5  444.0
2002  60  3  1 1100  -22.0  990.9    1.8  229.0   86.8  444.0
2002  60  3  1 1200  -19.9  990.8    1.9  259.0   89.7  444.0
2002  60  3  1 1300  -19.2  991.1    2.7  252.0   83.8  444.0
2002  60  3  1 1400  -19.5  991.4    1.4  124.0   83.8  444.0
2002  60  3  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2002  60  3  1 1600  -18.5  991.6    0.6   75.0   80.9  444.0
2002  60  3  1 1700  -18.6  991.9    1.4   18.0   83.4  444.0
2002  60  3  1 1800  -17.9  992.3    0.2  270.0   83.4  444.0
2002  60  3  1 1900  -17.8  992.5    1.4  187.0   78.4  444.0
2002  60  3  1 2000  -17.1  992.3    1.8  239.0   76.7  444.0
2002  60  3  1 2100  -14.5  992.3    0.6  285.0   68.3  444.0
2002  60  3  1 2200  -14.4  992.6    3.7  233.0   72.1  444.0
2002  60  3  1 2300  -12.4  992.6    2.7  263.0   65.8  444.0
2002  61  3  2 0000  -12.9  992.6    3.1  326.0   80.9  444.0
2002  61  3  2 0100  -11.8  992.8    3.3  297.0   80.5  444.0
2002  61  3  2 0200  -11.1  992.6    2.5  304.0   79.6  444.0
2002  61  3  2 0300  -11.8  992.6    2.5  184.0   72.1  444.0
2002  61  3  2 0400  -11.6  992.3    5.1  132.0   85.1  444.0
2002  61  3  2 0500  -11.9  992.3    1.6   75.0   82.6  444.0
2002  61  3  2 0600  -12.8  992.5    1.8   11.0   88.0  444.0
2002  61  3  2 0700  -13.8  992.5    1.9   10.0   92.7  444.0
2002  61  3  2 0800  -14.8  992.7    1.4   60.0   94.3  444.0
2002  61  3  2 0900  -15.2  992.8    2.1   18.0   96.0  444.0
2002  61  3  2 1000  -16.5  993.0    2.3   44.0   99.4  444.0
2002  61  3  2 1100  -15.0  993.1    1.9   32.0   98.5  444.0
2002  61  3  2 1200  -14.2  993.1    2.7   44.0   96.9  444.0
2002  61  3  2 1300  -14.2  993.3    2.3   72.0   93.9  444.0
2002  61  3  2 1400  -14.2  993.2    3.3   77.0   92.7  444.0
2002  61  3  2 1500  -14.8  993.2    2.9   75.0   91.8  444.0
2002  61  3  2 1600  -15.0  993.4    3.7  104.0   91.4  444.0
2002  61  3  2 1700  -15.4  993.7    4.7  108.0   89.3  444.0
2002  61  3  2 1800  -15.6  993.7    4.9  110.0   88.9  444.0
2002  61  3  2 1900  -15.4  993.9    5.8  121.0   85.9  444.0
2002  61  3  2 2000  -14.8  993.8    5.5  121.0   78.0  444.0
2002  61  3  2 2100  -14.1  993.9    6.0   98.0   74.6  444.0
2002  61  3  2 2200  -13.5  993.9    5.1  108.0   58.6  444.0
2002  61  3  2 2300  -12.9  993.9    3.5  111.0   57.4  444.0
2002  62  3  3 0000  -12.5  993.5    5.3  122.0   64.1  444.0
