Year: 2002  Month: 08  ID: HRB  ARGOS:  8697  Name: Herbie Alley        
Lat: 78.10S  Lon: 166.68E  Elev:   30m
2002 213  8  1 0000  -35.6  996.5    0.6  321.0   74.2  444.0
2002 213  8  1 0100  -35.2  996.3    0.6  304.0   74.7  444.0
2002 213  8  1 0200  -35.0  996.3    0.2  294.0   75.1  444.0
2002 213  8  1 0300  -36.2  995.3    2.5    4.0   72.9  444.0
2002 213  8  1 0400  444.0  444.0  444.0  444.0  444.0  444.0
2002 213  8  1 0500  -36.6  993.9    1.8  136.0   72.5  444.0
2002 213  8  1 0600  -37.1  993.3    1.8   79.0   71.6  444.0
2002 213  8  1 0700  -36.2  993.0    2.1  129.0   72.5  444.0
2002 213  8  1 0800  -37.9  992.3    0.8  105.0   70.3  444.0
2002 213  8  1 0900  -32.6  991.7    2.3   28.0   78.2  444.0
2002 213  8  1 1000  -31.9  991.2    2.1   42.0   78.2  444.0
2002 213  8  1 1100  -31.6  990.1    1.8   69.0   78.2  444.0
2002 213  8  1 1200  -31.1  989.2    1.4   93.0   78.2  444.0
2002 213  8  1 1300  -30.8  988.1    1.6   84.0   79.1  444.0
2002 213  8  1 1400  444.0  444.0  444.0  444.0  444.0  444.0
2002 213  8  1 1500  -30.9  986.3    1.2   77.0   78.6  444.0
2002 213  8  1 1600  -29.9  985.6    3.1   82.0   80.4  444.0
2002 213  8  1 1700  -38.0  985.3    3.9   41.0   65.0  444.0
2002 213  8  1 1800  -41.0  985.3    3.3   15.0   66.8  444.0
2002 213  8  1 1900  -38.8  985.3    2.5   60.0   69.4  444.0
2002 213  8  1 2000  -39.2  984.8    1.6  245.0   69.4  444.0
2002 213  8  1 2100  444.0  444.0  444.0  444.0  444.0  444.0
2002 213  8  1 2200  -42.2  985.1    1.4  339.0   65.0  444.0
2002 213  8  1 2300  -42.9  985.2    1.0  103.0   64.1  444.0
2002 214  8  2 0000  -40.9  984.9    0.4  155.0   65.4  444.0
2002 214  8  2 0100  -41.1  984.2    1.0   21.0   66.8  444.0
2002 214  8  2 0200  444.0  444.0  444.0  444.0  444.0  444.0
2002 214  8  2 0300  -39.8  983.5    1.9  108.0   66.8  444.0
2002 214  8  2 0400  -39.5  983.1    2.5  149.0   67.2  444.0
2002 214  8  2 0500  -41.2  983.0    1.8  132.0   64.6  444.0
2002 214  8  2 0600  -45.4  982.9    2.9  347.0   60.6  444.0
2002 214  8  2 0700  -44.5  983.0    1.4  236.0   61.9  444.0
2002 214  8  2 0800  -43.2  982.8    1.8   87.0   62.8  444.0
2002 214  8  2 0900  -45.6  982.6    1.2   15.0   60.6  444.0
2002 214  8  2 1000  -44.9  982.6    0.4   56.0   61.0  444.0
2002 214  8  2 1100  -45.5  982.6    0.0    0.0   61.0  444.0
2002 214  8  2 1200  -40.1  982.4    0.8  347.0   66.3  444.0
2002 214  8  2 1300  -38.2  982.0    1.0  347.0   69.8  444.0
2002 214  8  2 1400  -37.6  981.6    1.2   13.0   70.7  444.0
2002 214  8  2 1500  -37.5  981.5    0.8   69.0   70.3  444.0
2002 214  8  2 1600  -35.5  980.8    0.6  118.0   71.6  444.0
2002 214  8  2 1700  -33.8  980.1    0.8   73.0   73.8  444.0
2002 214  8  2 1800  -33.2  979.7    0.8   75.0   75.1  444.0
2002 214  8  2 1900  -33.8  979.5    0.6    3.0   76.0  444.0
2002 214  8  2 2000  -33.6  979.0    1.0   17.0   76.0  444.0
2002 214  8  2 2100  -33.9  978.4    0.4  304.0   75.1  444.0
2002 214  8  2 2200  -33.9  978.0    0.8  333.0   75.1  444.0
2002 214  8  2 2300  -34.5  977.7    0.8  305.0   74.2  444.0
2002 215  8  3 0000  -41.2  977.6    1.2  325.0   66.8  444.0
2002 215  8  3 0100  -43.6  977.3    1.0  301.0   63.2  444.0
2002 215  8  3 0200  -44.5  977.3    0.6  300.0   61.9  444.0
2002 215  8  3 0300  -42.1  977.2    0.6  278.0   65.0  444.0
2002 215  8  3 0400  -41.4  977.5    0.6  277.0   65.4  444.0
2002 215  8  3 0500  -40.6  977.5    0.2  273.0   66.3  444.0
2002 215  8  3 0600  -39.5  977.6    0.4  332.0   67.2  444.0
2002 215  8  3 0700  -37.8  977.6    0.2   86.0   68.5  444.0
2002 215  8  3 0800  -37.4  977.6    0.4  325.0   70.7  444.0
2002 215  8  3 0900  -43.5  978.1    0.0    0.0   64.6  444.0
2002 215  8  3 1000  -43.5  978.5    0.0    0.0   62.8  444.0
2002 215  8  3 1100  -42.6  979.1    0.0    0.0   62.8  444.0
2002 215  8  3 1200  -42.5  979.4    0.0    0.0   63.7  444.0
2002 215  8  3 1300  -40.6  979.7    0.6  128.0   64.6  444.0
2002 215  8  3 1400  -45.8  980.0    0.4    1.0   59.7  444.0
2002 215  8  3 1500  -42.6  980.4    0.4  328.0   63.2  444.0
2002 215  8  3 1600  -44.9  980.6    0.2   27.0   61.0  444.0
2002 215  8  3 1700  -47.2  980.7    0.8   27.0   58.0  444.0
2002 215  8  3 1800  -47.2  980.8    0.0    0.0   57.5  444.0
2002 215  8  3 1900  -46.0  981.0    0.4  158.0   58.4  444.0
2002 215  8  3 2000  -46.2  981.5    0.0    0.0   58.8  444.0
2002 215  8  3 2100  -47.2  982.0    0.4  270.0   57.5  444.0
2002 215  8  3 2200  -48.5  982.4    1.2   68.0   56.2  444.0
2002 215  8  3 2300  -43.2  982.4    1.4   22.0   61.9  444.0
2002 216  8  4 0000  -45.2  982.7    0.8  145.0   59.7  444.0
2002 216  8  4 0100  -45.0  983.0    0.6  129.0   60.2  444.0
2002 216  8  4 0200  -44.5  983.5    1.2  131.0   58.8  444.0
2002 216  8  4 0300  -44.0  983.9    2.7   15.0   61.9  444.0
2002 216  8  4 0400  -46.6  984.2    1.4  345.0   58.0  444.0
2002 216  8  4 0500  -49.2  983.8    1.4  132.0   54.4  444.0
2002 216  8  4 0600  -47.0  983.8    0.0    0.0   57.1  444.0
2002 216  8  4 0700  -47.8  984.0    0.0    0.0   56.6  444.0
2002 216  8  4 0800  -46.5  984.7    1.6  138.0   56.6  444.0
2002 216  8  4 0900  -43.5  984.8    1.0   58.0   60.6  444.0
2002 216  8  4 1000  -41.0  984.9    1.9   49.0   65.9  444.0
2002 216  8  4 1100  -43.2  984.8    1.8   44.0   62.8  444.0
2002 216  8  4 1200  -42.4  984.6    1.2   55.0   69.8  444.0
2002 216  8  4 1300  -43.5  984.0    1.2   24.0   64.6  444.0
2002 216  8  4 1400  -43.6  983.4    0.0    0.0   62.4  444.0
2002 216  8  4 1500  -37.6  983.0    0.2  271.0   69.4  444.0
2002 216  8  4 1600  -39.2  982.2    1.2  139.0   67.2  444.0
2002 216  8  4 1700  -35.9  981.8    0.8  129.0   69.8  444.0
2002 216  8  4 1800  -36.8  981.2    0.4  134.0   69.4  444.0
2002 216  8  4 1900  -36.9  980.9    0.6  162.0   69.4  444.0
2002 216  8  4 2000  -41.9  980.7    1.0  319.0   64.6  444.0
2002 216  8  4 2100  -44.8  980.1    0.0    0.0   61.0  444.0
2002 216  8  4 2200  -44.6  979.6    0.4    3.0   60.2  444.0
2002 216  8  4 2300  -43.2  979.1    0.6  111.0   62.8  444.0
2002 217  8  5 0000  -36.8  978.4    0.2  239.0   69.4  444.0
2002 217  8  5 0100  -33.6  977.4    0.2  187.0   72.5  444.0
2002 217  8  5 0200  -33.9  976.4    1.0  167.0   72.9  444.0
2002 217  8  5 0300  -34.4  975.8    0.2  253.0   72.9  444.0
2002 217  8  5 0400  -34.5  975.3    0.2  255.0   72.9  444.0
2002 217  8  5 0500  -34.8  974.8    1.2  333.0   73.4  444.0
