Year: 2002  Month: 03  ID: HRB  ARGOS:  8697  Name: Herbie Alley        
Lat: 78.10S  Lon: 166.68E  Elev:   30m
2002  60  3  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002  60  3  1 0100  -13.9  989.6    1.0  253.0   32.0  444.0
2002  60  3  1 0200  -17.1  989.6    1.8  335.0   56.6  444.0
2002  60  3  1 0300  -17.5  989.6    0.8   30.0   50.9  444.0
2002  60  3  1 0400  -17.6  989.5    0.8  176.0   56.6  444.0
2002  60  3  1 0500  444.0  444.0  444.0  444.0  444.0  444.0
2002  60  3  1 0600  -15.4  989.7    1.2  243.0   59.3  444.0
2002  60  3  1 0700  -19.6  989.8    1.6  197.0   70.7  444.0
2002  60  3  1 0800  -20.8  990.1    2.7  338.0   80.8  444.0
2002  60  3  1 0900  -20.0  990.4    1.9   18.0   69.4  444.0
2002  60  3  1 1000  444.0  444.0  444.0  444.0  444.0  444.0
2002  60  3  1 1100  -21.5  990.5    1.4  150.0   80.8  444.0
2002  60  3  1 1200  -20.8  990.5    1.0   77.0   85.2  444.0
2002  60  3  1 1300  -21.0  990.7    0.2   91.0   87.4  444.0
2002  60  3  1 1400  -19.8  990.8    1.2  181.0   92.3  444.0
2002  60  3  1 1500  -19.0  990.8    0.8  184.0   88.8  444.0
2002  60  3  1 1600  -19.0  991.1    1.6   56.0   83.0  444.0
2002  60  3  1 1700  -18.0  991.6    1.4  141.0   76.9  444.0
2002  60  3  1 1800  -17.5  992.1    0.2  172.0   69.4  444.0
2002  60  3  1 1900  -17.9  992.3    1.4   60.0   75.1  444.0
2002  60  3  1 2000  -17.5  992.3    1.8  169.0   68.1  444.0
2002  60  3  1 2100  -16.8  992.5    2.1  190.0   66.3  444.0
2002  60  3  1 2200  -12.8  992.5  444.0  444.0  444.0  444.0
2002  60  3  1 2300  -13.8  992.3    2.9  347.0   82.6  444.0
2002  61  3  2 0000  -14.5  992.4    4.7    4.0   82.6  444.0
2002  61  3  2 0100  -13.0  992.3    2.9  342.0   82.6  444.0
2002  61  3  2 0200  -12.8  992.3    2.9    3.0   79.5  444.0
2002  61  3  2 0300  -11.9  992.1    2.5    3.0   82.2  444.0
2002  61  3  2 0400  -11.8  992.0    1.9   56.0   83.0  444.0
2002  61  3  2 0500  -12.0  992.0    1.9   30.0   85.2  444.0
2002  61  3  2 0600  -13.0  992.1    3.7  347.0   91.8  444.0
2002  61  3  2 0700  -13.5  992.0    3.1   18.0   95.4  444.0
2002  61  3  2 0800  -13.9  992.3    3.7   18.0   97.6  444.0
2002  61  3  2 0900  -14.1  992.7    1.8  136.0   97.1  444.0
2002  61  3  2 1000  -14.0  992.7    0.8   80.0  444.0  444.0
2002  61  3  2 1100  -14.8  992.7    0.6    4.0  444.0  444.0
2002  61  3  2 1200  -14.9  992.8    1.0   96.0  444.0  444.0
2002  61  3  2 1300  -14.4  992.8    0.2   79.0  444.0  444.0
2002  61  3  2 1400  -14.4  992.7    2.7   51.0   95.4  444.0
2002  61  3  2 1500  -14.5  992.7    4.1   39.0   93.2  444.0
2002  61  3  2 1600  -14.8  992.5    5.8   35.0   92.7  444.0
2002  61  3  2 1700  -15.0  992.8    6.4   20.0   92.3  444.0
2002  61  3  2 1800  -15.0  992.8    1.4  124.0   92.7  444.0
2002  61  3  2 1900  -13.5  993.2    1.6  318.0   84.8  444.0
2002  61  3  2 2000  -14.1  993.3    1.9  270.0   83.5  444.0
2002  61  3  2 2100  -14.1  993.4    1.8  259.0   81.7  444.0
2002  61  3  2 2200  -12.5  993.6    1.4  135.0   70.3  444.0
2002  61  3  2 2300  -14.1  993.6    4.1  143.0   78.6  444.0
2002  62  3  3 0000  -13.1  993.4    3.5  150.0   77.3  444.0
2002  62  3  3 0100  -13.6  993.3    5.3  159.0   80.0  444.0
2002  62  3  3 0200  -13.4  993.4    6.4  150.0   78.6  444.0
2002  62  3  3 0300  -13.4  993.3    6.0  166.0   76.4  444.0
2002  62  3  3 0400  -13.9  993.4    8.8  162.0   79.5  444.0
2002  62  3  3 0500  -14.4  993.5    7.4  152.0   83.5  444.0
2002  62  3  3 0600  -15.4  993.7   10.1  153.0   83.0  444.0
2002  62  3  3 0700  -16.2  993.9    9.2  158.0   81.3  444.0
2002  62  3  3 0800  -17.4  994.3   12.1  162.0   82.2  444.0
2002  62  3  3 0900  -17.2  995.0    8.8  156.0   77.8  444.0
2002  62  3  3 1000  -17.1  995.3   11.5  162.0   77.8  444.0
2002  62  3  3 1100  -17.2  995.4   11.5  159.0   69.4  444.0
2002  62  3  3 1200  -17.4  996.0    9.8  156.0   73.4  444.0
2002  62  3  3 1300  -17.6  996.4    6.6  176.0   71.2  444.0
2002  62  3  3 1400  -19.2  997.0    1.9  114.0   78.2  444.0
2002  62  3  3 1500  -18.2  997.3    1.9   84.0   75.1  444.0
2002  62  3  3 1600  -17.9  997.4    9.4  163.0   72.9  444.0
2002  62  3  3 1700  -17.9  998.0    7.8  159.0   72.5  444.0
2002  62  3  3 1800  -18.2  998.4    5.8  149.0   78.2  444.0
2002  62  3  3 1900  -18.2  998.9    5.7  150.0   78.6  444.0
2002  62  3  3 2000  -17.6  999.4    5.1  172.0   74.2  444.0
2002  62  3  3 2100  -16.8  999.5    4.7  170.0   73.4  444.0
2002  62  3  3 2200  -16.2  999.7    4.7  145.0   69.4  444.0
2002  62  3  3 2300  -15.1  999.8    6.2  158.0   63.7  444.0
2002  63  3  4 0000  -14.8  999.8    5.5  176.0   62.8  444.0
2002  63  3  4 0100  -14.4  999.5    7.2  166.0   61.9  444.0
2002  63  3  4 0200  -14.2  999.7    6.2  179.0   60.6  444.0
2002  63  3  4 0300  -12.8  999.7    3.5   91.0   47.8  444.0
2002  63  3  4 0400  -13.0  999.5    5.3  122.0   55.3  444.0
2002  63  3  4 0500  -13.5  999.2    4.1  136.0   60.6  444.0
2002  63  3  4 0600  -13.1  999.2    1.0  264.0   60.6  444.0
2002  63  3  4 0700  -15.5  999.1    2.1  347.0   81.7  444.0
2002  63  3  4 0800  -16.0  999.3    3.3    8.0   88.3  444.0
