Year: 2002  Month: 11  ID: PGS  ARGOS:  8937  Name: Pegasus South       
Lat: 77.99S  Lon: 166.57E  Elev:    5m
2002 305 11  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002 305 11  1 0100  -14.8 1011.5    6.6  142.0  444.0   -8.9
2002 305 11  1 0200  -15.4 1012.5   10.7  129.0  444.0   -8.6
2002 305 11  1 0300  -15.9 1013.3    7.4  117.0  444.0   -4.1
2002 305 11  1 0400  -14.5 1014.1    9.9  139.0  444.0   -7.3
2002 305 11  1 0500  -14.1 1014.2   13.0  131.0  444.0   -7.8
2002 305 11  1 0600  -14.0 1014.9   11.4  131.0  444.0   -7.7
2002 305 11  1 0700  -13.8 1015.7   12.7  138.0  444.0   -6.6
2002 305 11  1 0800  -13.8 1016.1   11.9  149.0  444.0   -1.9
2002 305 11  1 0900  -13.5 1016.2    9.4  139.0  444.0   -9.1
2002 305 11  1 1000  -13.5 1016.6    7.6  125.0  444.0   -9.4
2002 305 11  1 1100  -13.0 1016.6    7.4  112.0  444.0   -9.5
2002 305 11  1 1200  -12.4 1016.5    6.1  118.0  444.0   -9.0
2002 305 11  1 1300  -11.5 1016.6    5.3  114.0  444.0   -2.2
2002 305 11  1 1400  -11.1 1016.5    5.3  114.0  444.0   -9.8
2002 305 11  1 1500   -9.8 1016.5    7.6  153.0  444.0   -1.7
2002 305 11  1 1600   -9.8 1016.3   15.2  139.0  444.0   -3.0
2002 305 11  1 1700   -9.6 1016.5   10.2  114.0  444.0   -8.8
2002 305 11  1 1800   -9.4 1017.0    5.6  121.0  444.0  -10.3
2002 305 11  1 1900   -9.4 1016.8    7.4  127.0  444.0   -9.5
2002 305 11  1 2000   -8.6 1016.6    5.6   97.0  444.0   -7.4
2002 305 11  1 2100   -8.2 1016.8    5.3   58.0  444.0   -8.4
2002 305 11  1 2200   -7.9 1016.2    5.1   56.0  444.0  -10.5
2002 305 11  1 2300   -6.6 1015.7    5.1   51.0  444.0  -11.2
2002 306 11  2 0000   -6.5 1015.3    3.8   41.0  444.0  -10.4
2002 306 11  2 0100   -7.9 1014.6    6.4   41.0  444.0   -9.1
2002 306 11  2 0200   -8.4 1014.5    5.3   41.0  444.0   -8.9
2002 306 11  2 0300  444.0  444.0  444.0  444.0  444.0  444.0
2002 306 11  2 0400   -9.0 1014.1    6.1   45.0  444.0   -8.8
2002 306 11  2 0500   -9.0 1014.0    4.8   42.0  444.0  -10.6
2002 306 11  2 0600   -9.6 1013.6    4.6   55.0  444.0  -11.0
2002 306 11  2 0700  -10.8 1013.0    3.8   62.0  444.0   -7.8
2002 306 11  2 0800  -11.0 1012.8    3.6   75.0  444.0   -8.6
2002 306 11  2 0900  -12.6 1012.4  444.0  444.0  444.0   -8.6
2002 306 11  2 1000  -13.6 1011.8  444.0  444.0  444.0  -12.0
2002 306 11  2 1100  -13.8 1011.2  444.0  444.0  444.0  -12.0
2002 306 11  2 1200  -13.4 1010.5  444.0  444.0  444.0  -12.3
2002 306 11  2 1300  -12.4 1010.2  444.0  444.0  444.0   -8.6
2002 306 11  2 1400  -12.1 1009.5  444.0  444.0  444.0   -8.6
2002 306 11  2 1500  -13.2 1008.7  444.0  444.0  444.0  -12.6
2002 306 11  2 1600  -13.8 1008.3  444.0  444.0  444.0  -12.3
2002 306 11  2 1700  -13.2 1008.1  444.0  444.0  444.0  -12.6
2002 306 11  2 1800  -10.6 1007.3  444.0  444.0  444.0   -8.6
2002 306 11  2 1900   -8.5 1006.9  444.0  444.0  444.0   -8.6
2002 306 11  2 2000   -7.2 1006.2  444.0  444.0  444.0  -12.6
2002 306 11  2 2100   -6.8 1005.3  444.0  444.0  444.0  -12.6
2002 306 11  2 2200   -7.0 1004.5  444.0  444.0  444.0  -12.2
2002 306 11  2 2300   -8.6 1003.5  444.0  444.0  444.0   -8.6
2002 307 11  3 0000   -6.8 1002.6  444.0  444.0  444.0   -8.6
2002 307 11  3 0100   -5.2 1001.8  444.0  444.0  444.0   -8.6
2002 307 11  3 0200   -5.6 1001.0  444.0  444.0  444.0  -12.0
2002 307 11  3 0300   -7.0 1000.1  444.0  444.0  444.0  -11.2
2002 307 11  3 0400   -5.6  999.4  444.0  444.0  444.0  -11.7
2002 307 11  3 0500   -6.0  998.6  444.0  444.0  444.0   -8.6
2002 307 11  3 0600   -7.0  997.9  444.0  444.0  444.0   -8.6
2002 307 11  3 0700   -7.9  997.5  444.0  444.0  444.0   -8.6
2002 307 11  3 0800   -8.4  997.2  444.0  444.0  444.0  -11.8
2002 307 11  3 0900   -8.9  997.0  444.0  444.0  444.0  -11.8
2002 307 11  3 1000   -9.0  997.0  444.0  444.0  444.0   -8.6
2002 307 11  3 1100   -8.4  996.7  444.0  444.0  444.0   -8.6
2002 307 11  3 1200  -10.6  996.6   11.9  150.0  444.0   -1.7
2002 307 11  3 1300  -10.6  996.8    7.4  155.0  444.0   -9.5
2002 307 11  3 1400  -11.2  996.7    8.6  143.0  444.0   -9.0
2002 307 11  3 1500  -11.1  996.8    8.6  143.0  444.0   -1.4
2002 307 11  3 1600  -11.5  996.6    9.9  149.0  444.0   -9.3
2002 307 11  3 1700  -11.5  996.6    7.4  152.0  444.0   -1.2
2002 307 11  3 1800  -11.4  997.1    2.3  172.0  444.0   -9.6
2002 307 11  3 1900  -12.9  997.2    0.0    0.0  444.0  -10.4
2002 307 11  3 2000  -11.1  996.8    1.3  354.0  444.0  -12.1
2002 307 11  3 2100  -11.1  997.3    2.5   11.0  444.0  -10.8
2002 307 11  3 2200  -10.8  997.1    3.6   11.0  444.0  -11.8
2002 307 11  3 2300   -9.0  997.2    1.5   11.0  444.0  -11.8
2002 308 11  4 0000   -9.8  997.1    2.0   11.0  444.0  -11.8
2002 308 11  4 0100   -9.2  996.8    2.8   11.0  444.0  -11.6
2002 308 11  4 0200   -8.2  996.4    2.0  142.0  444.0  -11.8
2002 308 11  4 0300   -9.4  996.3    2.5   30.0  444.0  -10.4
2002 308 11  4 0400   -9.8  996.3    2.0   76.0  444.0  -10.3
2002 308 11  4 0500   -8.4  996.1    1.0  300.0  444.0  -12.2
2002 308 11  4 0600   -9.8  996.4    1.5  300.0  444.0  -10.7
2002 308 11  4 0700  -10.6  996.5    3.0    1.0  444.0  -11.3
2002 308 11  4 0800  -10.9  996.6    2.8    7.0  444.0   11.9
2002 308 11  4 0900  -12.0  996.7    2.5  342.0  444.0   14.2
2002 308 11  4 1000  -13.2  996.5    1.5  330.0  444.0   12.0
2002 308 11  4 1100  -14.4  996.0    4.6  330.0  444.0  -11.2
2002 308 11  4 1200  -15.2  996.2    3.8  325.0  444.0  -11.1
2002 308 11  4 1300  -15.9  996.1    4.1  342.0  444.0   12.8
2002 308 11  4 1400  -14.8  996.1    4.3  338.0  444.0  -11.0
2002 308 11  4 1500  -16.5  996.5    1.3  314.0  444.0  -12.1
2002 308 11  4 1600  -15.6  996.5    2.0  328.0  444.0  -11.2
2002 308 11  4 1700  -17.1  996.5    2.0  359.0  444.0  -12.4
2002 308 11  4 1800  -16.2  996.8    1.5  329.0  444.0   11.8
2002 308 11  4 1900  -15.9  996.6    3.0  333.0  444.0  -11.6
2002 308 11  4 2000  -14.5  996.3    3.6  330.0  444.0  -11.4
2002 308 11  4 2100  -12.0  996.4    1.5  316.0  444.0  -11.7
2002 308 11  4 2200  -12.4  996.0    4.3  312.0  444.0  -10.8
2002 308 11  4 2300  -12.1  996.0    2.3  325.0  444.0   11.9
2002 309 11  5 0000  -11.5  995.8    3.0  318.0  444.0  -11.1
2002 309 11  5 0100  -10.0  995.7    3.3  329.0  444.0   12.6
2002 309 11  5 0200  -10.0  995.4    5.1  342.0  444.0  -10.2
2002 309 11  5 0300   -9.4  995.2    4.8  342.0  444.0  -10.6
2002 309 11  5 0400   -7.4  995.6    1.3  318.0  444.0  -11.2
2002 309 11  5 0500   -8.9  995.3    4.1  328.0  444.0  -10.7
2002 309 11  5 0600  -10.0  995.1    6.4  330.0  444.0   12.1
2002 309 11  5 0700  -10.6  995.3    3.0  328.0  444.0  -11.0
2002 309 11  5 0800  -11.8  995.0    3.8  343.0  444.0  -11.0
2002 309 11  5 0900  -11.2  995.1    6.6  319.0  444.0  -11.6
2002 309 11  5 1000  -10.9  995.5    6.4  322.0  444.0  -10.0
2002 309 11  5 1100  -11.8  995.9    4.6  302.0  444.0   10.7
2002 309 11  5 1200  -13.5  996.0    2.8  297.0  444.0   10.8
2002 309 11  5 1300  -14.8  995.8    2.3  309.0  444.0  -11.7
2002 309 11  5 1400  -15.6  995.6    2.0  308.0  444.0  -11.7
2002 309 11  5 1500  -15.1  996.0    1.3  245.0  444.0  -12.1
2002 309 11  5 1600  -13.8  996.3    0.0    0.0  444.0   -8.8
2002 309 11  5 1700  -13.8  996.2    0.0    0.0  444.0  -12.0
2002 309 11  5 1800  -15.2  995.9    4.1  336.0  444.0  -10.9
2002 309 11  5 1900  -13.5  996.3    1.5  284.0  444.0  -11.7
2002 309 11  5 2000  -12.0  996.5    1.5  153.0  444.0  -12.0
2002 309 11  5 2100   -9.6  996.6    0.0    0.0  444.0  -10.7
2002 309 11  5 2200  444.0  444.0  444.0  444.0  444.0  444.0
